z,0,1,2,3,4,5,6,7,8,9,10,11
-296.000000,9.119271,8.396246,7.488991,6.891068,6.436301,6.103677,5.717779,5.013585,4.897492,4.026229,3.869741,3.090056
-295.000000,9.136324,8.413315,7.506095,6.908190,6.453443,6.120841,5.734966,5.030824,4.914762,4.043604,3.887160,3.107691
-294.000000,9.153378,8.430384,7.523198,6.925312,6.470585,6.138004,5.752153,5.048063,4.932032,4.060979,3.904578,3.125327
-293.000000,9.170431,8.447453,7.540301,6.942434,6.487727,6.155168,5.769341,5.065303,4.949302,4.078355,3.921997,3.142962
-292.000000,9.187485,8.464522,7.557404,6.959555,6.504868,6.172332,5.786528,5.082542,4.966563,4.095730,3.939415,3.160598
-291.000000,9.204538,8.481591,7.574507,6.976677,6.522010,6.189496,5.803715,5.099781,4.983802,4.113106,3.956801,3.178187
-290.000000,9.221592,8.498660,7.591599,6.993799,6.539152,6.206659,5.820902,5.117020,5.001040,4.130481,3.974174,3.195755
-289.000000,9.238637,8.515729,7.608684,7.010921,6.556294,6.223823,5.838089,5.134260,5.018279,4.147853,3.991548,3.213324
-288.000000,9.255676,8.532798,7.625769,7.028043,6.573436,6.240987,5.855276,5.151499,5.035517,4.165188,4.008921,3.230892
-287.000000,9.272715,8.549867,7.642854,7.045164,6.590578,6.258131,5.872455,5.168738,5.052756,4.182522,4.026295,3.248461
-286.000000,9.289755,8.566936,7.659939,7.062277,6.607720,6.275272,5.889618,5.185978,5.069994,4.199856,4.043668,3.266029
-285.000000,9.306794,8.583990,7.677024,7.079379,6.624848,6.292413,5.906780,5.203193,5.087233,4.217191,4.061041,3.283598
-284.000000,9.323833,8.601043,7.694109,7.096482,6.641969,6.309554,5.923943,5.220403,5.104472,4.234525,4.078415,3.301112
-283.000000,9.340872,8.618097,7.711194,7.113584,6.659089,6.326695,5.941105,5.237613,5.121710,4.251859,4.095778,3.318621
-282.000000,9.357911,8.635150,7.728280,7.130686,6.676210,6.343836,5.958267,5.254824,5.138949,4.269194,4.113110,3.336130
-281.000000,9.374950,8.652204,7.745365,7.147789,6.693331,6.360977,5.975430,5.272034,5.156166,4.286528,4.130443,3.353638
-280.000000,9.391990,8.669257,7.762450,7.164891,6.710452,6.378118,5.992592,5.289244,5.173376,4.303857,4.147775,3.371147
-279.000000,9.409029,8.686311,7.779535,7.181993,6.727573,6.395259,6.009755,5.306455,5.190586,4.321154,4.165108,3.388655
-278.000000,9.426068,8.703364,7.796620,7.199096,6.744694,6.412400,6.026917,5.323665,5.207795,4.338451,4.182440,3.406164
-277.000000,9.443107,8.720418,7.813705,7.216198,6.761815,6.429541,6.044080,5.340875,5.225005,4.355748,4.199773,3.423632
-276.000000,9.460146,8.737471,7.830790,7.233300,6.778935,6.446682,6.061242,5.358086,5.242215,4.373045,4.217105,3.441087
-275.000000,9.477186,8.754525,7.847875,7.250403,6.796056,6.463823,6.078404,5.375296,5.259424,4.390342,4.234438,3.458542
-274.000000,9.494225,8.771578,7.864947,7.267505,6.813177,6.480951,6.095548,5.392488,5.276634,4.407639,4.251757,3.475997
-273.000000,9.511264,8.788632,7.882015,7.284607,6.830298,6.498071,6.112688,5.409672,5.293844,4.424936,4.269052,3.493451
-272.000000,9.528303,8.805685,7.899084,7.301710,6.847419,6.515191,6.129828,5.426856,5.311053,4.442234,4.286348,3.510906
-271.000000,9.545342,8.822739,7.916152,7.318801,6.864527,6.532311,6.146968,5.444039,5.328263,4.459531,4.303643,3.528361
-270.000000,9.562374,8.839792,7.933221,7.335886,6.881629,6.549431,6.164108,5.461223,5.345456,4.476802,4.320939,3.545804
-269.000000,9.579400,8.856846,7.950289,7.352970,6.898730,6.566552,6.181248,5.478407,5.362639,4.494065,4.338234,3.563210
-268.000000,9.596426,8.873897,7.967358,7.370055,6.915832,6.583672,6.198387,5.495591,5.379823,4.511328,4.355530,3.580617
-267.000000,9.613452,8.890937,7.984426,7.387139,6.932933,6.600792,6.215527,5.512775,5.397006,4.528591,4.372825,3.598023
-266.000000,9.630477,8.907976,8.001495,7.404223,6.950035,6.617912,6.232667,5.529959,5.414189,4.545855,4.390121,3.615429
-265.000000,9.647503,8.925015,8.018563,7.421308,6.967137,6.635032,6.249807,5.547143,5.431373,4.563118,4.407415,3.632836
-264.000000,9.664529,8.942054,8.035632,7.438392,6.984238,6.652152,6.266947,5.564327,5.448556,4.580381,4.424677,3.650242
-263.000000,9.681555,8.959093,8.052700,7.455477,7.001340,6.669272,6.284087,5.581510,5.465739,4.597644,4.441939,3.667648
-262.000000,9.698581,8.976133,8.069769,7.472561,7.018441,6.686392,6.301227,5.598670,5.482923,4.614907,4.459201,3.685039
-261.000000,9.715607,8.993172,8.086837,7.489646,7.035543,6.703513,6.318351,5.615829,5.500106,4.632170,4.476462,3.702402
-260.000000,9.732633,9.010211,8.103906,7.506730,7.052645,6.720619,6.335471,5.632989,5.517289,4.649405,4.493724,3.719764
-259.000000,9.749659,9.027250,8.120974,7.523815,7.069746,6.737719,6.352590,5.650149,5.534473,4.666638,4.510986,3.737127
-258.000000,9.766684,9.044289,8.138039,7.540899,7.086848,6.754820,6.369709,5.667308,5.551632,4.683870,4.528248,3.754489
-257.000000,9.783710,9.061329,8.155093,7.557984,7.103949,6.771921,6.386828,5.684468,5.568791,4.701102,4.545510,3.771852
-256.000000,9.800736,9.078368,8.172146,7.575068,7.121034,6.789022,6.403947,5.701628,5.585950,4.718335,4.562771,3.789214
-255.000000,9.817762,9.095407,8.189199,7.592136,7.138118,6.806123,6.421066,5.718787,5.603110,4.735567,4.580026,3.806577
-254.000000,9.834788,9.112446,8.206252,7.609204,7.155201,6.823224,6.438186,5.735947,5.620269,4.752799,4.597257,3.823937
-253.000000,9.851814,9.129485,8.223305,7.626272,7.172285,6.840325,6.455305,5.753107,5.637428,4.770032,4.614488,3.841260
-252.000000,9.868840,9.146525,8.240358,7.643340,7.189369,6.857426,6.472424,5.770266,5.654587,4.787264,4.631720,3.858583
-251.000000,9.885866,9.163564,8.257412,7.660408,7.206453,6.874527,6.489543,5.787426,5.671746,4.804496,4.648951,3.875905
-250.000000,9.902885,9.180603,8.274465,7.677476,7.223537,6.891628,6.506662,5.804569,5.688905,4.821712,4.666182,3.893228
-249.000000,9.919898,9.197637,8.291518,7.694544,7.240621,6.908729,6.523781,5.821706,5.706065,4.838916,4.683413,3.910551
-248.000000,9.936912,9.214663,8.308571,7.711612,7.257704,6.925830,6.540901,5.838844,5.723224,4.856121,4.700644,3.927874
-247.000000,9.953926,9.231689,8.325624,7.728680,7.274788,6.942931,6.558001,5.855981,5.740383,4.873325,4.717875,3.945197
-246.000000,9.970939,9.248715,8.342677,7.745748,7.291872,6.960029,6.575102,5.873119,5.757525,4.890529,4.735106,3.962519
-245.000000,9.987953,9.265741,8.359731,7.762816,7.308956,6.977112,6.592202,5.890256,5.774662,4.907733,4.752337,3.979830
-244.000000,10.004966,9.282767,8.376784,7.779884,7.326040,6.994196,6.609302,5.907394,5.791799,4.924937,4.769542,3.997116
-243.000000,10.021980,9.299793,8.393837,7.796952,7.343124,7.011279,6.626402,5.924531,5.808936,4.942142,4.786745,4.014403
-242.000000,10.038994,9.316819,8.410890,7.814020,7.360207,7.028362,6.643502,5.941669,5.826073,4.959346,4.803948,4.031690
-241.000000,10.056007,9.333845,8.427943,7.831088,7.377283,7.045446,6.660602,5.958806,5.843210,4.976550,4.821151,4.048977
-240.000000,10.073021,9.350871,8.444986,7.848156,7.394350,7.062529,6.677702,5.975944,5.860347,4.993754,4.838355,4.066264
-239.000000,10.090034,9.367897,8.462025,7.865214,7.411418,7.079612,6.694803,5.993081,5.877485,5.010939,4.855558,4.083551
-238.000000,10.107048,9.384923,8.479064,7.882267,7.428485,7.096696,6.711903,6.010219,5.894622,5.028118,4.872761,4.100837
-237.000000,10.124061,9.401949,8.496103,7.899320,7.445553,7.113779,6.729003,6.027338,5.911759,5.045296,4.889964,4.118124
-236.000000,10.141075,9.418975,8.513142,7.916373,7.462620,7.130862,6.746103,6.044455,5.928896,5.062475,4.907167,4.135404
-235.000000,10.158089,9.436001,8.530181,7.933425,7.479688,7.147946,6.763203,6.061572,5.946033,5.079653,4.924370,4.152658
-234.000000,10.175102,9.453027,8.547220,7.950478,7.496755,7.165029,6.780303,6.078689,5.963170,5.096832,4.941570,4.169912
-233.000000,10.192116,9.470053,8.564259,7.967531,7.513823,7.182112,6.797394,6.095806,5.980288,5.114010,4.958747,4.187166
-232.000000,10.209129,9.487079,8.581298,7.984584,7.530890,7.199196,6.814477,6.112924,5.997405,5.131189,4.975925,4.204421
-231.000000,10.226143,9.504105,8.598337,8.001637,7.547958,7.216279,6.831560,6.130041,6.014521,5.148367,4.993102,4.221675
-230.000000,10.243157,9.521131,8.615376,8.018689,7.565025,7.233348,6.848642,6.147158,6.031638,5.165546,5.010280,4.238929
-229.000000,10.260165,9.538149,8.632415,8.035742,7.582093,7.250416,6.865725,6.164275,6.048755,5.182724,5.027457,4.256183
-228.000000,10.277167,9.555163,8.649454,8.052795,7.599160,7.267483,6.882807,6.181392,6.065872,5.199894,5.044635,4.273437
-227.000000,10.294169,9.572176,8.666493,8.069848,7.616228,7.284550,6.899890,6.198509,6.082988,5.217049,5.061812,4.290691
-226.000000,10.311171,9.589190,8.683533,8.086901,7.633295,7.301617,6.916973,6.215626,6.100105,5.234204,5.078990,4.307927
-225.000000,10.328174,9.606204,8.700572,8.103953,7.650358,7.318684,6.934055,6.232743,6.117222,5.251359,5.096167,4.325151
-224.000000,10.345176,9.623218,8.717611,8.121006,7.667410,7.335751,6.951138,6.249853,6.134339,5.268514,5.113345,4.342375
-223.000000,10.362178,9.640232,8.734650,8.138059,7.684463,7.352818,6.968221,6.266952,6.151455,5.285669,5.130522,4.359600
-222.000000,10.379180,9.657245,8.751684,8.155106,7.701515,7.369885,6.985303,6.284050,6.168572,5.302824,5.147681,4.376824
-221.000000,10.396183,9.674259,8.768710,8.172145,7.718568,7.386952,7.002386,6.301149,6.185689,5.319979,5.164835,4.394048
-220.000000,10.413185,9.691273,8.785736,8.189184,7.735620,7.404019,7.019469,6.318247,6.202797,5.337134,5.181989,4.411272
-219.000000,10.430187,9.708287,8.802762,8.206223,7.752672,7.421086,7.036551,6.335345,6.219895,5.354289,5.199143,4.428497
-218.000000,10.447189,9.725301,8.819788,8.223262,7.769725,7.438153,7.053628,6.352444,6.236993,5.371444,5.216297,4.445721
-217.000000,10.464191,9.742314,8.836814,8.240300,7.786777,7.455221,7.070695,6.369542,6.254091,5.388598,5.233451,4.462945
-216.000000,10.481194,9.759328,8.853840,8.257339,7.803830,7.472288,7.087761,6.386641,6.271189,5.405745,5.250606,4.480155
-215.000000,10.498196,9.776342,8.870866,8.274378,7.820882,7.489355,7.104828,6.403739,6.288287,5.422878,5.267760,4.497352
-214.000000,10.515198,9.793356,8.887892,8.291417,7.837935,7.506410,7.121894,6.420837,6.305386,5.440011,5.284914,4.514549
-213.000000,10.532200,9.810370,8.904918,8.308456,7.854987,7.523462,7.138961,6.437936,6.322484,5.457145,5.302068,4.531746
-212.000000,10.549203,9.827383,8.921944,8.325494,7.872039,7.540515,7.156027,6.455034,6.339582,5.474278,5.319222,4.548943
-211.000000,10.566205,9.844397,8.938970,8.342533,7.889092,7.557567,7.173094,6.472133,6.356680,5.491411,5.336376,4.566140
-210.000000,10.583207,9.861411,8.955996,8.359572,7.906144,7.574619,7.190160,6.489228,6.373778,5.508545,5.353511,4.583337
-209.000000,10.600209,9.878425,8.973022,8.376611,7.923197,7.591671,7.207227,6.506309,6.390876,5.525678,5.370643,4.600534
-208.000000,10.617211,9.895428,8.990048,8.393650,7.940245,7.608723,7.224293,6.523390,6.407974,5.542811,5.387776,4.617731
-207.000000,10.634210,9.912430,9.007074,8.410688,7.957284,7.625775,7.241360,6.540471,6.425072,5.559945,5.404908,4.634928
-206.000000,10.651202,9.929433,9.024100,8.427727,7.974322,7.642827,7.258426,6.557552,6.442165,5.577078,5.422041,4.652125
-205.000000,10.668194,9.946435,9.041125,8.444766,7.991361,7.659879,7.275493,6.574633,6.459246,5.594211,5.439174,4.669298
-204.000000,10.685185,9.963438,9.058151,8.461801,8.008400,7.676931,7.292559,6.591715,6.476327,5.611345,5.456306,4.686470
-203.000000,10.702177,9.980440,9.075177,8.478827,8.025438,7.693983,7.309626,6.608796,6.493407,5.628461,5.473439,4.703642
-202.000000,10.719169,9.997443,9.092191,8.495853,8.042477,7.711036,7.326686,6.625877,6.510488,5.645574,5.490571,4.720814
-201.000000,10.736161,10.014445,9.109204,8.512879,8.059515,7.728088,7.343738,6.642958,6.527569,5.662688,5.507704,4.737986
-200.000000,10.753152,10.031448,9.126218,8.529904,8.076554,7.745140,7.360790,6.660039,6.544650,5.679802,5.524837,4.755159
-199.000000,10.770144,10.048450,9.143232,8.546930,8.093592,7.762192,7.377841,6.677121,6.561731,5.696915,5.541969,4.772331
-198.000000,10.787136,10.065453,9.160246,8.563956,8.110631,7.779244,7.394893,6.694202,6.578812,5.714029,5.559094,4.789503
-197.000000,10.804127,10.082456,9.177260,8.580982,8.127669,7.796284,7.411945,6.711283,6.595893,5.731142,5.576207,4.806675
-196.000000,10.821119,10.099458,9.194274,8.598008,8.144708,7.813322,7.428996,6.728364,6.612974,5.748256,5.593319,4.823847
-195.000000,10.838111,10.116461,9.211288,8.615034,8.161746,7.830361,7.446048,6.745441,6.630055,5.765369,5.610432,4.841019
-194.000000,10.855103,10.133463,9.228302,8.632060,8.178785,7.847399,7.463099,6.762506,6.647136,5.782483,5.627545,4.858172
-193.000000,10.872094,10.150466,9.245316,8.649085,8.195823,7.864437,7.480151,6.779571,6.664216,5.799596,5.644658,4.875321
-192.000000,10.889086,10.167468,9.262330,8.666111,8.212862,7.881476,7.497203,6.796637,6.681297,5.816710,5.661771,4.892470
-191.000000,10.906078,10.184471,9.279344,8.683137,8.229900,7.898514,7.514254,6.813702,6.698371,5.833823,5.678884,4.909620
-190.000000,10.923070,10.201473,9.296358,8.700163,8.246934,7.915552,7.531306,6.830767,6.715436,5.850924,5.695997,4.926769
-189.000000,10.940061,10.218476,9.313372,8.717189,8.263960,7.932590,7.548358,6.847832,6.732501,5.868019,5.713110,4.943918
-188.000000,10.957053,10.235478,9.330385,8.734215,8.280986,7.949629,7.565409,6.864898,6.749566,5.885115,5.730222,4.961068
-187.000000,10.974045,10.252479,9.347399,8.751241,8.298011,7.966667,7.582461,6.881963,6.766631,5.902210,5.747335,4.978217
-186.000000,10.991036,10.269471,9.364413,8.768266,8.315037,7.983705,7.599513,6.899028,6.783696,5.919305,5.764448,4.995366
-185.000000,11.008028,10.286463,9.381427,8.785289,8.332063,8.000744,7.616555,6.916094,6.800761,5.936401,5.781556,5.012516
-184.000000,11.025020,10.303456,9.398441,8.802303,8.349088,8.017782,7.633593,6.933159,6.817827,5.953496,5.798650,5.029665
-183.000000,11.042002,10.320448,9.415455,8.819317,8.366114,8.034820,7.650631,6.950224,6.834892,5.970591,5.815745,5.046810
-182.000000,11.058984,10.337440,9.432461,8.836331,8.383140,8.051858,7.667669,6.967290,6.851957,5.987686,5.832840,5.063938
-181.000000,11.075966,10.354432,9.449463,8.853345,8.400165,8.068897,7.684707,6.984355,6.869022,6.004782,5.849935,5.081066
-180.000000,11.092948,10.371424,9.466466,8.870359,8.417191,8.085934,7.701745,7.001420,6.886087,6.021877,5.867029,5.098195
-179.000000,11.109930,10.388416,9.483469,8.887373,8.434217,8.102959,7.718783,7.018476,6.903152,6.038972,5.884124,5.115323
-178.000000,11.126912,10.405408,9.500472,8.904387,8.451242,8.119985,7.735821,7.035527,6.920217,6.056068,5.901219,5.132452
-177.000000,11.143894,10.422400,9.517474,8.921401,8.468268,8.137010,7.752859,7.052577,6.937282,6.073163,5.918313,5.149580
-176.000000,11.160876,10.439392,9.534477,8.938414,8.485294,8.154036,7.769897,7.069628,6.954347,6.090244,5.935408,5.166709
-175.000000,11.177858,10.456384,9.551480,8.955428,8.502319,8.171061,7.786935,7.086679,6.971400,6.107322,5.952503,5.183837
-174.000000,11.194840,10.473376,9.568483,8.972442,8.519345,8.188087,7.803972,7.103729,6.988450,6.124401,5.969598,5.200965
-173.000000,11.211822,10.490369,9.585485,8.989456,8.536371,8.205112,7.821010,7.120780,7.005501,6.141479,5.986692,5.218094
-172.000000,11.228804,10.507361,9.602488,9.006470,8.553397,8.222138,7.838048,7.137831,7.022551,6.158558,6.003787,5.235222
-171.000000,11.245786,10.524353,9.619491,9.023484,8.570416,8.239163,7.855086,7.154881,7.039602,6.175636,6.020873,5.252351
-170.000000,11.262768,10.541345,9.636494,9.040498,8.587430,8.256189,7.872124,7.171932,7.056652,6.192715,6.037951,5.269460
-169.000000,11.279750,10.558337,9.653497,9.057512,8.604444,8.273214,7.889162,7.188983,7.073703,6.209793,6.055029,5.286569
-168.000000,11.296732,10.575329,9.670499,9.074526,8.621457,8.290240,7.906199,7.206033,7.090753,6.226872,6.072107,5.303678
-167.000000,11.313714,10.592321,9.687502,9.091540,8.638471,8.307266,7.923224,7.223084,7.107804,6.243950,6.089185,5.320788
-166.000000,11.330696,10.609313,9.704505,9.108553,8.655485,8.324291,7.940250,7.240135,7.124854,6.261029,6.106263,5.337897
-165.000000,11.347678,10.626305,9.721508,9.125565,8.672499,8.341317,7.957275,7.257185,7.141905,6.278107,6.123341,5.355006
-164.000000,11.364660,10.643296,9.738510,9.142568,8.689513,8.358342,7.974300,7.274236,7.158955,6.295186,6.140419,5.372115
-163.000000,11.381642,10.660278,9.755513,9.159571,8.706526,8.375368,7.991325,7.291284,7.176006,6.312264,6.157497,5.389224
-162.000000,11.398624,10.677261,9.772516,9.176573,8.723540,8.392393,8.008351,7.308321,7.193056,6.329338,6.174575,5.406334
-161.000000,11.415606,10.694243,9.789515,9.193576,8.740554,8.409414,8.025376,7.325359,7.210107,6.346401,6.191653,5.423443
-160.000000,11.432588,10.711225,9.806507,9.210579,8.757568,8.426427,8.042401,7.342396,7.227157,6.363464,6.208731,5.440552
-159.000000,11.449566,10.728208,9.823500,9.227582,8.774582,8.443441,8.059427,7.359433,7.244201,6.380527,6.225809,5.457661
-158.000000,11.466539,10.745190,9.840492,9.244585,8.791596,8.460455,8.076452,7.376470,7.261238,6.397590,6.242887,5.474768
-157.000000,11.483512,10.762173,9.857484,9.261588,8.808609,8.477469,8.093477,7.393507,7.278275,6.414653,6.259964,5.491859
-156.000000,11.500485,10.779155,9.874477,9.278590,8.825623,8.494482,8.110502,7.410544,7.295312,6.431716,6.277027,5.508951
-155.000000,11.517458,10.796138,9.891469,9.295593,8.842637,8.511496,8.127528,7.427581,7.312349,6.448779,6.294090,5.526042
-154.000000,11.534431,10.813120,9.908462,9.312596,8.859651,8.528510,8.144553,7.444619,7.329386,6.465842,6.311152,5.543134
-153.000000,11.551404,10.830103,9.925454,9.329599,8.876665,8.545523,8.161578,7.461656,7.346423,6.482905,6.328215,5.560225
-152.000000,11.568377,10.847085,9.942447,9.346602,8.893678,8.562537,8.178603,7.478693,7.363460,6.499968,6.345278,5.577317
-151.000000,11.585350,10.864067,9.959439,9.363605,8.910684,8.579551,8.195629,7.495730,7.380497,6.517031,6.362340,5.594409
-150.000000,11.602323,10.881050,9.976432,9.380608,8.927687,8.596565,8.212654,7.512767,7.397534,6.534094,6.379403,5.611500
-149.000000,11.619296,10.898032,9.993424,9.397610,8.944690,8.613578,8.229672,7.529804,7.414571,6.551157,6.396466,5.628592
-148.000000,11.636269,10.915015,10.010417,9.414613,8.961693,8.630592,8.246686,7.546842,7.431608,6.568220,6.413528,5.645683
-147.000000,11.653242,10.931997,10.027409,9.431616,8.978696,8.647606,8.263700,7.563879,7.448645,6.585282,6.430591,5.662775
-146.000000,11.670215,10.948980,10.044401,9.448619,8.995699,8.664620,8.280713,7.580916,7.465683,6.602331,6.447654,5.679866
-145.000000,11.687188,10.965962,10.061394,9.465622,9.012701,8.681633,8.297727,7.597942,7.482720,6.619380,6.464716,5.696958
-144.000000,11.704161,10.982944,10.078386,9.482623,9.029704,8.698647,8.314740,7.614966,7.499757,6.636428,6.481779,5.714038
-143.000000,11.721134,10.999927,10.095379,9.499616,9.046707,8.715661,8.331754,7.631991,7.516794,6.653477,6.498841,5.731114
-142.000000,11.738107,11.016909,10.112371,9.516608,9.063710,8.732674,8.348767,7.649016,7.533828,6.670526,6.515904,5.748189
-141.000000,11.755080,11.033892,10.129364,9.533601,9.080713,8.749680,8.365781,7.666040,7.550852,6.687575,6.532954,5.765264
-140.000000,11.772053,11.050874,10.146356,9.550594,9.097716,8.766683,8.382794,7.683065,7.567877,6.704624,6.550003,5.782339
-139.000000,11.789026,11.067848,10.163349,9.567586,9.114718,8.783685,8.399808,7.700090,7.584902,6.721672,6.567051,5.799415
-138.000000,11.805999,11.084821,10.180333,9.584579,9.131721,8.800688,8.416822,7.717115,7.601926,6.738721,6.584100,5.816490
-137.000000,11.822972,11.101795,10.197315,9.601571,9.148724,8.817691,8.433835,7.734139,7.618951,6.755770,6.601148,5.833565
-136.000000,11.839945,11.118768,10.214298,9.618564,9.165727,8.834694,8.450849,7.751164,7.635975,6.772819,6.618197,5.850640
-135.000000,11.856918,11.135742,10.231281,9.635557,9.182730,8.851697,8.467862,7.768189,7.653000,6.789868,6.635245,5.867716
-134.000000,11.873891,11.152715,10.248264,9.652549,9.199733,8.868699,8.484876,7.785213,7.670024,6.806916,6.652293,5.884791
-133.000000,11.890860,11.169689,10.265247,9.669542,9.216735,8.885702,8.501889,7.802238,7.687049,6.823965,6.669342,5.901866
-132.000000,11.907824,11.186662,10.282230,9.686534,9.233738,8.902705,8.518903,7.819263,7.704073,6.841014,6.686390,5.918941
-131.000000,11.924789,11.203636,10.299213,9.703527,9.250741,8.919708,8.535916,7.836287,7.721098,6.858062,6.703439,5.936017
-130.000000,11.941754,11.220609,10.316196,9.720520,9.267735,8.936711,8.552929,7.853312,7.738123,6.875098,6.720487,5.953084
-129.000000,11.958718,11.237583,10.333179,9.737512,9.284728,8.953713,8.569932,7.870337,7.755147,6.892133,6.737536,5.970144
-128.000000,11.975683,11.254556,10.350162,9.754505,9.301720,8.970716,8.586934,7.887361,7.772172,6.909169,6.754584,5.987205
-127.000000,11.992648,11.271530,10.367145,9.771497,9.318713,8.987719,8.603937,7.904378,7.789196,6.926204,6.771633,6.004265
-126.000000,12.009612,11.288503,10.384127,9.788490,9.335706,9.004722,8.620940,7.921391,7.806221,6.943240,6.788681,6.021325
-125.000000,12.026577,11.305477,10.401110,9.805483,9.352698,9.021725,8.637942,7.938404,7.823245,6.960276,6.805717,6.038386
-124.000000,12.043542,11.322450,10.418093,9.822475,9.369691,9.038727,8.654945,7.955417,7.840269,6.977311,6.822753,6.055446
-123.000000,12.060506,11.339424,10.435076,9.839468,9.386684,9.055730,8.671948,7.972430,7.857282,6.994347,6.839788,6.072506
-122.000000,12.077471,11.356397,10.452059,9.856461,9.403677,9.072733,8.688951,7.989443,7.874295,7.011383,6.856823,6.089566
-121.000000,12.094436,11.373371,10.469042,9.873444,9.420669,9.089735,8.705953,8.006456,7.891308,7.028418,6.873859,6.106627
-120.000000,12.111400,11.390344,10.486025,9.890427,9.437662,9.106728,8.722956,8.023469,7.908321,7.045454,6.890894,6.123687
-119.000000,12.128365,11.407318,10.503008,9.907410,9.454655,9.123720,8.739959,8.040483,7.925334,7.062490,6.907929,6.140747
-118.000000,12.145330,11.424291,10.519991,9.924394,9.471647,9.140713,8.756961,8.057496,7.942347,7.079525,6.924965,6.157807
-117.000000,12.162294,11.441265,10.536974,9.941377,9.488640,9.157706,8.773964,8.074509,7.959360,7.096561,6.942000,6.174868
-116.000000,12.179259,11.458238,10.553956,9.958360,9.505633,9.174699,8.790967,8.091522,7.976373,7.113596,6.959035,6.191928
-115.000000,12.196224,11.475212,10.570938,9.975343,9.522625,9.191691,8.807970,8.108535,7.993386,7.130632,6.976071,6.208979
-114.000000,12.213188,11.492182,10.587912,9.992326,9.539618,9.208684,8.824972,8.125548,8.010399,7.147665,6.993106,6.226026
-113.000000,12.230153,11.509147,10.604886,10.009309,9.556611,9.225677,8.841975,8.142561,8.027412,7.164688,7.010141,6.243072
-112.000000,12.247118,11.526112,10.621860,10.026292,9.573603,9.242669,8.858978,8.159575,8.044425,7.181712,7.027177,6.260118
-111.000000,12.264082,11.543077,10.638834,10.043276,9.590596,9.259662,8.875981,8.176588,8.061438,7.198735,7.044212,6.277165
-110.000000,12.281047,11.560042,10.655808,10.060259,9.607589,9.276655,8.892983,8.193601,8.078451,7.215759,7.061247,6.294211
-109.000000,12.298012,11.577008,10.672782,10.077242,9.624581,9.293647,8.909980,8.210614,8.095465,7.232782,7.078281,6.311258
-108.000000,12.314976,11.593973,10.689756,10.094225,9.641565,9.310640,8.926972,8.227621,8.112478,7.249806,7.095304,6.328304
-107.000000,12.331941,11.610938,10.706730,10.111208,9.658549,9.327633,8.943965,8.244623,8.129491,7.266829,7.112327,6.345351
-106.000000,12.348904,11.627903,10.723704,10.128191,9.675532,9.344626,8.960958,8.261626,8.146504,7.283853,7.129351,6.362397
-105.000000,12.365861,11.644869,10.740678,10.145174,9.692515,9.361618,8.977950,8.278628,8.163516,7.300876,7.146374,6.379443
-104.000000,12.382818,11.661834,10.757652,10.162157,9.709498,9.378611,8.994943,8.295630,8.180519,7.317900,7.163397,6.396490
-103.000000,12.399775,11.678799,10.774626,10.179141,9.726482,9.395604,9.011936,8.312633,8.197521,7.334923,7.180420,6.413536
-102.000000,12.416732,11.695764,10.791601,10.196124,9.743465,9.412596,9.028928,8.329635,8.214524,7.351946,7.197444,6.430583
-101.000000,12.433689,11.712730,10.808575,10.213107,9.760448,9.429589,9.045921,8.346638,8.231526,7.368970,7.214467,6.447629